time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1969-08-01,-114.29,49.21,13.49,48.86,80.92,13.39,48.86,80.51,13.48,48.54,80.51
1969-09-01,-114.29,49.21,7.79,45.79,83.08,8.01,45.79,83.08,8.45,45.79,83.08
1969-10-01,-114.29,49.21,14.82,41.66,81.80,15.29,41.48,81.80,15.04,41.48,81.80
1969-11-01,-114.29,49.21,27.78,68.42,112.09,27.78,68.42,113.54,27.78,68.42,110.53
1969-12-01,-114.29,49.21,35.83,59.10,96.25,35.83,59.99,97.56,35.83,62.17,96.48
1970-01-01,-114.29,49.21,22.01,49.44,88.09,22.21,50.69,88.09,22.08,50.71,88.09
1970-02-01,-114.29,49.21,23.21,41.03,71.20,23.21,39.82,71.20,23.21,39.82,71.20
1970-03-01,-114.29,49.21,23.41,46.68,74.62,23.95,46.68,74.84,23.83,46.27,74.84
1970-04-01,-114.29,49.21,35.53,65.26,109.90,35.58,65.89,108.18,36.75,63.51,108.18
1970-05-01,-114.29,49.21,15.35,67.52,140.10,15.99,65.01,137.42,15.99,68.31,137.42
1970-06-01,-114.29,49.21,23.73,95.04,172.80,23.73,98.80,177.17,23.73,95.31,174.79
1970-07-01,-114.29,49.21,14.56,47.76,73.29,14.35,47.77,73.29,15.28,47.77,73.29
1970-08-01,-114.29,49.21,8.26,41.29,111.15,8.26,41.29,111.15,8.26,41.29,111.15
1970-09-01,-114.29,49.21,13.28,26.96,98.44,13.28,27.40,98.44,13.28,26.99,98.44
1970-10-01,-114.29,49.21,20.70,51.95,86.84,20.24,51.95,82.51,20.07,51.95,85.97
1970-11-01,-114.29,49.21,36.30,66.17,105.52,36.83,66.98,108.47,35.99,66.98,105.12
1970-12-01,-114.29,49.21,34.77,55.78,99.01,34.77,55.78,99.11,34.77,55.78,100.88
